브랜드,모델명,세부모델명,차종,트림명,가격,전장,전폭,전고,축거,윤거 (전),윤거 (후),오버행 (전),오버행 (후),차음 유리,자외선 차단유리,엔진형식,배기량,최고출력,최대토크,최고속도,제로백,친환경,연료,연료탱크,CO₂ 배출,배터리 용량,배터리 전압,배터리 제조사,배터리 종류,충전방식 (급속),충전방식 (완속),충전시간 (급속),충전시간 (완속),에너지소비효율,복합연비,고속연비,도심연비,복합전비,고속전비,도심전비,복합 주행거리,고속 주행거리,도심 주행거리,정속주행,변속기,굴림방식,브레이크 (전),브레이크 (후),서스펜션 (전),서스펜션 (후),타이어 (전),타이어 (후),휠 (전),휠 (후),주차보조,주행안전,보행자 안전,공회전 제한장치,에어백,도어포켓 라이트,엠비언트 라이트,룸미러,헤드램프,헤드램프 부가기능,주간 주행등,리어 램프,전방 안개등,아웃 사이드미러,주요기능,승차정원,시트배열,시트재질,동승석,운전석,뒷좌석 송풍구,뒷좌석 측면커튼,뒷좌석 후면커튼,계기판,스티어링 휠,화면크기,사운드시스템,스피커,적재량,적재함 길이,적재함 너비,적재함 높이,트렁크,트렁크 (전) 용량,트렁크 (후) 용량,에어컨,엔진시동,와이퍼,파워 아웃렛,온도조절 범위,루프,주차 브레이크,부가기능
기아,K8,2024년형 가솔린 3.5,준대형,플래티넘 AWD (A/T),46240000,"5,015 mm","1,875 mm","1,455 mm","2,895 mm","1,621 mm","1,627 mm",,,"앞면 ,
앞좌석 ,
뒷좌석",앞면,V형 6기통,3470.0,"300/6,400 ps/rpm","36.6/5,000 kg.m/rpm",,,,가솔린,60 ℓ,183.0,,,,,,,,,4 등급,9.3,12.0,7.9,,,,,,,CC (정속 주행),자동 8단,AWD,벤틸레이티드 디스크,디스크,맥퍼슨 스트럿,멀티링크,245/40R,245/40R,19 인치,19 인치,"전방감지 ,
후방감지 ,
측면감지 ,
전방카메라 ,
후방카메라 ,
측면카메라 ,
어라운드 뷰 ,
조향연동 안내선 ,
자동주차보조 ,
리모트 컨트롤 파킹","ABS ,
전방 추돌 경고 ,
전방 자동 긴급제동 ,
차선 이탈 경고 ,
후측방 사각 지대 경고 ,
후측방 충돌 방지 보조 ,
경사로 밀림 방지 ,
부주의 운전 경보 ,
타이어 공기압 경고 ,
차선 이탈 방지 보조 ,
주행 조향 보조",보행자 인식 긴급제동,,"운전석 ,
동승석 ,
운전석 무릎 ,
사이드 (앞) ,
사이드 (뒤) ,
커튼",,유,"자동디밍 ,
하이패스 내장",LED,"오토 라이트 컨트롤 ,
오토 하이빔",LED,"LED ,
급제동 경보",,"전동접이 ,
전동조절 ,
열선 ,
후진 자동하향 ,
방향지시등 ,
퍼들램프","내비게이션 ,
라디오 ,
DMB 수신 ,
텔레매틱스 ,
오디오 파일 재생 ,
블루투스",5.0,2 + 3,나파,"열선 ,
통풍 ,
전동조절 ,
요추받침","열선 ,
통풍 ,
전동조절 ,
이지억세스 ,
메모리 ,
요추받침 ,
쿠션 익스텐션",2열,2열,전동식,디지털,"가죽 ,
열선 ,
틸트 ,
텔레스코픽 ,
전동 조절 ,
진동 위험 경고",12.3 인치,,12.3,,,,,"전동식 ,
스마트 트렁크",,,"자동 온도조절 ,
자동 성에제거","버튼시동 ,
원격시동",전방 레인센서,"12V 파워 아울렛 ,
USB ,
스마트폰 무선 충전",3 존,,"전자식 ,
오토홀드","터치스크린 ,
음성인식 ,
애플 카플레이 ,
안드로이드 오토"
기아,쏘렌토,2025년형 가솔린 터보 1.6 하이브리드 2WD,중형SUV,프레스티지 (5인승) (A/T),38850000,"4,815 mm","1,900 mm","1,695 mm","2,815 mm","1,651 mm","1,661 mm",,,"앞면 ,
앞좌석",,직렬 4기통,1598.0,"180/5,500 ps/rpm","27.0/1,500~4,500 kg.m/rpm",,,저공해 2종,가솔린+전기,67 ℓ,102.0,,,,,,,,,2 등급,15.7,14.6,16.6,,,,,,,"CC (정지, 재출발) ,
고속도로 주행 보조 ,
경사로 저속 주행장치",자동 6단,FF,벤틸레이티드 디스크,벤틸레이티드 디스크,맥퍼슨 스트럿,멀티링크,235/65R,235/65R,17 인치,17 인치,"전방감지 ,
후방감지 ,
후방카메라","ABS ,
전방 추돌 경고 ,
전방 자동 긴급제동 ,
차선 이탈 경고 ,
경사로 밀림 방지 ,
부주의 운전 경보 ,
타이어 공기압 경고 ,
차선 이탈 방지 보조",,,"운전석 ,
동승석 ,
운전석 무릎 ,
사이드 (앞) ,
사이드 (뒤) ,
커튼",,,"자동디밍 ,
하이패스 내장",LED,오토 하이빔,LED,벌브형,LED,"전동접이 ,
전동조절 ,
열선 ,
방향지시등","내비게이션 ,
라디오 ,
DMB 수신 ,
텔레매틱스 ,
오디오 파일 재생 ,
블루투스",5.0,2 + 3,인조가죽,"열선 ,
통풍 ,
전동조절 ,
워크인 스위치","열선 ,
통풍 ,
전동조절 ,
요추받침",,,,디지털,"가죽 ,
열선 ,
틸트 ,
텔레스코픽 ,
진동 위험 경고",12.3 인치,,6.0,,,,,"전동식 ,
스마트 트렁크",,,"자동 온도조절 ,
자동 성에제거","버튼시동 ,
원격시동",전방 레인센서,"12V 파워 아울렛 ,
USB ,
스마트폰 무선 충전",2 존,,"전자식 ,
오토홀드","터치스크린 ,
음성인식 ,
애플 카플레이 ,
안드로이드 오토"
기아,쏘렌토,2025년형 가솔린 터보 1.6 하이브리드 2WD,중형SUV,프레스티지 (6인승) (A/T),39690000,"4,815 mm","1,900 mm","1,695 mm","2,815 mm","1,651 mm","1,661 mm",,,"앞면 ,
앞좌석",,직렬 4기통,1598.0,"180/5,500 ps/rpm","27.0/1,500~4,500 kg.m/rpm",,,저공해 2종,가솔린+전기,67 ℓ,109.0,,,,,,,,,2 등급,14.8,14.3,15.2,,,,,,,"CC (정지, 재출발) ,
고속도로 주행 보조 ,
경사로 저속 주행장치",자동 6단,FF,벤틸레이티드 디스크,벤틸레이티드 디스크,맥퍼슨 스트럿,멀티링크,235/65R,235/65R,17 인치,17 인치,"전방감지 ,
후방감지 ,
후방카메라","ABS ,
전방 추돌 경고 ,
전방 자동 긴급제동 ,
차선 이탈 경고 ,
경사로 밀림 방지 ,
부주의 운전 경보 ,
타이어 공기압 경고 ,
차선 이탈 방지 보조",,,"운전석 ,
동승석 ,
운전석 무릎 ,
사이드 (앞) ,
사이드 (뒤) ,
커튼",,,"자동디밍 ,
하이패스 내장",LED,오토 하이빔,LED,벌브형,LED,"전동접이 ,
전동조절 ,
열선 ,
방향지시등","내비게이션 ,
라디오 ,
DMB 수신 ,
텔레매틱스 ,
오디오 파일 재생 ,
블루투스",6.0,2 + 2 + 2,인조가죽,"열선 ,
통풍 ,
전동조절 ,
워크인 스위치","열선 ,
통풍 ,
전동조절 ,
요추받침",,,,디지털,"가죽 ,
열선 ,
틸트 ,
텔레스코픽 ,
진동 위험 경고",12.3 인치,,6.0,,,,,"전동식 ,
스마트 트렁크",,,"자동 온도조절 ,
자동 성에제거","버튼시동 ,
원격시동",전방 레인센서,"12V 파워 아울렛 ,
USB ,
스마트폰 무선 충전",2 존,,"전자식 ,
오토홀드","터치스크린 ,
음성인식 ,
애플 카플레이 ,
안드로이드 오토"
기아,쏘렌토,2025년형 가솔린 터보 1.6 하이브리드 2WD,중형SUV,프레스티지 (7인승) (A/T),39540000,"4,815 mm","1,900 mm","1,695 mm","2,815 mm","1,651 mm","1,661 mm",,,"앞면 ,
앞좌석",,직렬 4기통,1598.0,"180/5,500 ps/rpm","27.0/1,500~4,500 kg.m/rpm",,,저공해 2종,가솔린+전기,67 ℓ,109.0,,,,,,,,,2 등급,14.8,14.3,15.2,,,,,,,"CC (정지, 재출발) ,
고속도로 주행 보조 ,
경사로 저속 주행장치",자동 6단,FF,벤틸레이티드 디스크,벤틸레이티드 디스크,맥퍼슨 스트럿,멀티링크,235/65R,235/65R,17 인치,17 인치,"전방감지 ,
후방감지 ,
후방카메라","ABS ,
전방 추돌 경고 ,
전방 자동 긴급제동 ,
차선 이탈 경고 ,
경사로 밀림 방지 ,
부주의 운전 경보 ,
타이어 공기압 경고 ,
차선 이탈 방지 보조",,,"운전석 ,
동승석 ,
운전석 무릎 ,
사이드 (앞) ,
사이드 (뒤) ,
커튼",,,"자동디밍 ,
하이패스 내장",LED,오토 하이빔,LED,벌브형,LED,"전동접이 ,
전동조절 ,
열선 ,
방향지시등","내비게이션 ,
라디오 ,
DMB 수신 ,
텔레매틱스 ,
오디오 파일 재생 ,
블루투스",7.0,2 + 3 + 2,인조가죽,"열선 ,
통풍 ,
전동조절 ,
워크인 스위치","열선 ,
통풍 ,
전동조절 ,
요추받침",,,,디지털,"가죽 ,
열선 ,
틸트 ,
텔레스코픽 ,
진동 위험 경고",12.3 인치,,6.0,,,,,"전동식 ,
스마트 트렁크",,,"자동 온도조절 ,
자동 성에제거","버튼시동 ,
원격시동",전방 레인센서,"12V 파워 아울렛 ,
USB ,
스마트폰 무선 충전",2 존,,"전자식 ,
오토홀드","터치스크린 ,
음성인식 ,
애플 카플레이 ,
안드로이드 오토"
기아,쏘렌토,2025년형 가솔린 터보 1.6 하이브리드 2WD,중형SUV,노블레스 (5인승) (A/T),41810000,"4,815 mm","1,900 mm","1,700 mm","2,815 mm","1,651 mm","1,661 mm",,,"앞면 ,
앞좌석",,직렬 4기통,1598.0,"180/5,500 ps/rpm","27.0/1,500~4,500 kg.m/rpm",,,저공해 2종,가솔린+전기,67 ℓ,102.0,,,,,,,,,2 등급,15.7,14.6,16.6,,,,,,,"CC (정지, 재출발) ,
고속도로 주행 보조 ,
경사로 저속 주행장치",자동 6단,FF,벤틸레이티드 디스크,벤틸레이티드 디스크,맥퍼슨 스트럿,멀티링크,235/65R,235/65R,17 인치,17 인치,"전방감지 ,
후방감지 ,
측면감지 ,
전방카메라 ,
후방카메라 ,
측면카메라 ,
어라운드 뷰 ,
조향연동 안내선 ,
자동주차보조 ,
리모트 컨트롤 파킹","ABS ,
전방 추돌 경고 ,
전방 자동 긴급제동 ,
차선 이탈 경고 ,
경사로 밀림 방지 ,
부주의 운전 경보 ,
타이어 공기압 경고 ,
차선 이탈 방지 보조",,,"운전석 ,
동승석 ,
운전석 무릎 ,
사이드 (앞) ,
사이드 (뒤) ,
커튼",,,"자동디밍 ,
하이패스 내장",LED,오토 하이빔,LED,벌브형,LED,"전동접이 ,
전동조절 ,
열선 ,
후진 자동하향 ,
방향지시등","내비게이션 ,
라디오 ,
DMB 수신 ,
텔레매틱스 ,
오디오 파일 재생 ,
블루투스",5.0,2 + 3,가죽,"열선 ,
통풍 ,
전동조절 ,
워크인 스위치","열선 ,
통풍 ,
전동조절 ,
이지억세스 ,
메모리 ,
요추받침",,2열,,디지털,"가죽 ,
열선 ,
틸트 ,
텔레스코픽 ,
진동 위험 경고",12.3 인치,,6.0,,,,,"전동식 ,
스마트 트렁크",,,"자동 온도조절 ,
자동 성에제거","버튼시동 ,
원격시동",전방 레인센서,"12V 파워 아울렛 ,
USB ,
220V ,
스마트폰 무선 충전",2 존,,"전자식 ,
오토홀드","터치스크린 ,
음성인식 ,
애플 카플레이 ,
안드로이드 오토"
기아,쏘렌토,2025년형 가솔린 터보 1.6 하이브리드 2WD,중형SUV,노블레스 (6인승) (A/T),42650000,"4,815 mm","1,900 mm","1,700 mm","2,815 mm","1,651 mm","1,661 mm",,,"앞면 ,
앞좌석",,직렬 4기통,1598.0,"180/5,500 ps/rpm","27.0/1,500~4,500 kg.m/rpm",,,저공해 2종,가솔린+전기,67 ℓ,109.0,,,,,,,,,2 등급,14.8,14.3,15.2,,,,,,,"CC (정지, 재출발) ,
고속도로 주행 보조 ,
경사로 저속 주행장치",자동 6단,FF,벤틸레이티드 디스크,벤틸레이티드 디스크,맥퍼슨 스트럿,멀티링크,235/65R,235/65R,17 인치,17 인치,"전방감지 ,
후방감지 ,
측면감지 ,
전방카메라 ,
후방카메라 ,
측면카메라 ,
어라운드 뷰 ,
조향연동 안내선 ,
자동주차보조 ,
리모트 컨트롤 파킹","ABS ,
전방 추돌 경고 ,
전방 자동 긴급제동 ,
차선 이탈 경고 ,
경사로 밀림 방지 ,
부주의 운전 경보 ,
타이어 공기압 경고 ,
차선 이탈 방지 보조",,,"운전석 ,
동승석 ,
운전석 무릎 ,
사이드 (앞) ,
사이드 (뒤) ,
커튼",,,"자동디밍 ,
하이패스 내장",LED,오토 하이빔,LED,벌브형,LED,"전동접이 ,
전동조절 ,
열선 ,
후진 자동하향 ,
방향지시등","내비게이션 ,
라디오 ,
DMB 수신 ,
텔레매틱스 ,
오디오 파일 재생 ,
블루투스",6.0,2 + 2 + 2,가죽,"열선 ,
통풍 ,
전동조절 ,
워크인 스위치","열선 ,
통풍 ,
전동조절 ,
이지억세스 ,
메모리 ,
요추받침",,2열,,디지털,"가죽 ,
열선 ,
틸트 ,
텔레스코픽 ,
진동 위험 경고",12.3 인치,,6.0,,,,,"전동식 ,
스마트 트렁크",,,"자동 온도조절 ,
자동 성에제거","버튼시동 ,
원격시동",전방 레인센서,"12V 파워 아울렛 ,
USB ,
220V ,
스마트폰 무선 충전",2 존,,"전자식 ,
오토홀드","터치스크린 ,
음성인식 ,
애플 카플레이 ,
안드로이드 오토"
기아,쏘렌토,2025년형 가솔린 터보 1.6 하이브리드 2WD,중형SUV,노블레스 (7인승) (A/T),42500000,"4,815 mm","1,900 mm","1,700 mm","2,815 mm","1,651 mm","1,661 mm",,,"앞면 ,
앞좌석",,직렬 4기통,1598.0,"180/5,500 ps/rpm","27.0/1,500~4,500 kg.m/rpm",,,저공해 2종,가솔린+전기,67 ℓ,109.0,,,,,,,,,2 등급,14.8,14.3,15.2,,,,,,,"CC (정지, 재출발) ,
고속도로 주행 보조 ,
경사로 저속 주행장치",자동 6단,FF,벤틸레이티드 디스크,벤틸레이티드 디스크,맥퍼슨 스트럿,멀티링크,235/65R,235/65R,17 인치,17 인치,"전방감지 ,
후방감지 ,
측면감지 ,
전방카메라 ,
후방카메라 ,
측면카메라 ,
어라운드 뷰 ,
조향연동 안내선 ,
자동주차보조 ,
리모트 컨트롤 파킹","ABS ,
전방 추돌 경고 ,
전방 자동 긴급제동 ,
차선 이탈 경고 ,
경사로 밀림 방지 ,
부주의 운전 경보 ,
타이어 공기압 경고 ,
차선 이탈 방지 보조",,,"운전석 ,
동승석 ,
운전석 무릎 ,
사이드 (앞) ,
사이드 (뒤) ,
커튼",,,"자동디밍 ,
하이패스 내장",LED,오토 하이빔,LED,벌브형,LED,"전동접이 ,
전동조절 ,
열선 ,
후진 자동하향 ,
방향지시등","내비게이션 ,
라디오 ,
DMB 수신 ,
텔레매틱스 ,
오디오 파일 재생 ,
블루투스",7.0,2 + 3 + 2,가죽,"열선 ,
통풍 ,
전동조절 ,
워크인 스위치","열선 ,
통풍 ,
전동조절 ,
이지억세스 ,
메모리 ,
요추받침",,2열,,디지털,"가죽 ,
열선 ,
틸트 ,
텔레스코픽 ,
진동 위험 경고",12.3 인치,,6.0,,,,,"전동식 ,
스마트 트렁크",,,"자동 온도조절 ,
자동 성에제거","버튼시동 ,
원격시동",전방 레인센서,"12V 파워 아울렛 ,
USB ,
220V ,
스마트폰 무선 충전",2 존,,"전자식 ,
오토홀드","터치스크린 ,
음성인식 ,
애플 카플레이 ,
안드로이드 오토"
기아,쏘렌토,2025년형 가솔린 터보 1.6 하이브리드 2WD,중형SUV,시그니처 (5인승) (A/T),44640000,"4,815 mm","1,900 mm","1,700 mm","2,815 mm","1,646 mm","1,656 mm",,,"앞면 ,
앞좌석 ,
뒷좌석",,직렬 4기통,1598.0,"180/5,500 ps/rpm","27.0/1,500~4,500 kg.m/rpm",,,저공해 2종,가솔린+전기,67 ℓ,102.0,,,,,,,,,2 등급,15.7,14.6,16.6,,,,,,,"CC (정지, 재출발) ,
고속도로 주행 보조 ,
경사로 저속 주행장치",자동 6단,FF,벤틸레이티드 디스크,벤틸레이티드 디스크,맥퍼슨 스트럿,멀티링크,235/60R,235/60R,18 인치,18 인치,"전방감지 ,
후방감지 ,
측면감지 ,
전방카메라 ,
후방카메라 ,
측면카메라 ,
어라운드 뷰 ,
조향연동 안내선 ,
자동주차보조 ,
리모트 컨트롤 파킹","ABS ,
전방 추돌 경고 ,
전방 자동 긴급제동 ,
차선 이탈 경고 ,
경사로 밀림 방지 ,
부주의 운전 경보 ,
타이어 공기압 경고 ,
차선 이탈 방지 보조",,,"운전석 ,
동승석 ,
운전석 무릎 ,
사이드 (앞) ,
사이드 (뒤) ,
커튼",,유,"자동디밍 ,
하이패스 내장 ,
카메라 뷰",LED,오토 하이빔,LED,LED,LED,"전동접이 ,
전동조절 ,
열선 ,
후진 자동하향 ,
방향지시등","내비게이션 ,
라디오 ,
DMB 수신 ,
텔레매틱스 ,
오디오 파일 재생 ,
블루투스",5.0,2 + 3,가죽,"열선 ,
통풍 ,
전동조절 ,
워크인 스위치","열선 ,
통풍 ,
전동조절 ,
이지억세스 ,
메모리 ,
요추받침",,2열,,디지털,"가죽 ,
열선 ,
틸트 ,
텔레스코픽 ,
전동 조절 ,
진동 위험 경고",12.3 인치,,6.0,,,,,"전동식 ,
스마트 트렁크",,,"자동 온도조절 ,
자동 성에제거","버튼시동 ,
원격시동 ,
스마트폰 디지털키",전방 레인센서,"12V 파워 아울렛 ,
USB ,
220V ,
스마트폰 무선 충전",2 존,,"전자식 ,
오토홀드","터치스크린 ,
음성인식 ,
애플 카플레이 ,
안드로이드 오토"
기아,쏘렌토,2025년형 가솔린 터보 1.6 하이브리드 2WD,중형SUV,시그니처 (6인승) (A/T),45480000,"4,815 mm","1,900 mm","1,700 mm","2,815 mm","1,646 mm","1,656 mm",,,"앞면 ,
앞좌석 ,
뒷좌석",,직렬 4기통,1598.0,"180/5,500 ps/rpm","27.0/1,500~4,500 kg.m/rpm",,,저공해 2종,가솔린+전기,67 ℓ,109.0,,,,,,,,,2 등급,14.8,14.3,15.2,,,,,,,"CC (정지, 재출발) ,
고속도로 주행 보조 ,
경사로 저속 주행장치",자동 6단,FF,벤틸레이티드 디스크,벤틸레이티드 디스크,맥퍼슨 스트럿,멀티링크,235/60R,235/60R,18 인치,18 인치,"전방감지 ,
후방감지 ,
측면감지 ,
전방카메라 ,
후방카메라 ,
측면카메라 ,
어라운드 뷰 ,
조향연동 안내선 ,
자동주차보조 ,
리모트 컨트롤 파킹","ABS ,
전방 추돌 경고 ,
전방 자동 긴급제동 ,
차선 이탈 경고 ,
경사로 밀림 방지 ,
부주의 운전 경보 ,
타이어 공기압 경고 ,
차선 이탈 방지 보조",,,"운전석 ,
동승석 ,
운전석 무릎 ,
사이드 (앞) ,
사이드 (뒤) ,
커튼",,유,"자동디밍 ,
하이패스 내장 ,
카메라 뷰",LED,오토 하이빔,LED,LED,LED,"전동접이 ,
전동조절 ,
열선 ,
후진 자동하향 ,
방향지시등","내비게이션 ,
라디오 ,
DMB 수신 ,
텔레매틱스 ,
오디오 파일 재생 ,
블루투스",6.0,2 + 2 + 2,가죽,"열선 ,
통풍 ,
전동조절 ,
워크인 스위치","열선 ,
통풍 ,
전동조절 ,
이지억세스 ,
메모리 ,
요추받침",,2열,,디지털,"가죽 ,
열선 ,
틸트 ,
텔레스코픽 ,
전동 조절 ,
진동 위험 경고",12.3 인치,,6.0,,,,,"전동식 ,
스마트 트렁크",,,"자동 온도조절 ,
자동 성에제거","버튼시동 ,
원격시동 ,
스마트폰 디지털키",전방 레인센서,"12V 파워 아울렛 ,
USB ,
220V ,
스마트폰 무선 충전",2 존,,"전자식 ,
오토홀드","터치스크린 ,
음성인식 ,
애플 카플레이 ,
안드로이드 오토"
기아,쏘렌토,2025년형 가솔린 터보 1.6 하이브리드 2WD,중형SUV,시그니처 (7인승) (A/T),45330000,"4,815 mm","1,900 mm","1,700 mm","2,815 mm","1,646 mm","1,656 mm",,,"앞면 ,
앞좌석 ,
뒷좌석",,직렬 4기통,1598.0,"180/5,500 ps/rpm","27.0/1,500~4,500 kg.m/rpm",,,저공해 2종,가솔린+전기,67 ℓ,109.0,,,,,,,,,2 등급,14.8,14.3,15.2,,,,,,,"CC (정지, 재출발) ,
고속도로 주행 보조 ,
경사로 저속 주행장치",자동 6단,FF,벤틸레이티드 디스크,벤틸레이티드 디스크,맥퍼슨 스트럿,멀티링크,235/60R,235/60R,18 인치,18 인치,"전방감지 ,
후방감지 ,
측면감지 ,
전방카메라 ,
후방카메라 ,
측면카메라 ,
어라운드 뷰 ,
조향연동 안내선 ,
자동주차보조 ,
리모트 컨트롤 파킹","ABS ,
전방 추돌 경고 ,
전방 자동 긴급제동 ,
차선 이탈 경고 ,
경사로 밀림 방지 ,
부주의 운전 경보 ,
타이어 공기압 경고 ,
차선 이탈 방지 보조",,,"운전석 ,
동승석 ,
운전석 무릎 ,
사이드 (앞) ,
사이드 (뒤) ,
커튼",,유,"자동디밍 ,
하이패스 내장 ,
카메라 뷰",LED,오토 하이빔,LED,LED,LED,"전동접이 ,
전동조절 ,
열선 ,
후진 자동하향 ,
방향지시등","내비게이션 ,
라디오 ,
DMB 수신 ,
텔레매틱스 ,
오디오 파일 재생 ,
블루투스",7.0,2 + 3 + 2,가죽,"열선 ,
통풍 ,
전동조절 ,
워크인 스위치","열선 ,
통풍 ,
전동조절 ,
이지억세스 ,
메모리 ,
요추받침",,2열,,디지털,"가죽 ,
열선 ,
틸트 ,
텔레스코픽 ,
전동 조절 ,
진동 위험 경고",12.3 인치,,6.0,,,,,"전동식 ,
스마트 트렁크",,,"자동 온도조절 ,
자동 성에제거","버튼시동 ,
원격시동 ,
스마트폰 디지털키",전방 레인센서,"12V 파워 아울렛 ,
USB ,
220V ,
스마트폰 무선 충전",2 존,,"전자식 ,
오토홀드","터치스크린 ,
음성인식 ,
애플 카플레이 ,
안드로이드 오토"
기아,쏘렌토,2025년형 가솔린 터보 1.6 하이브리드 2WD,중형SUV,그래비티 (5인승) (A/T),45530000,"4,815 mm","1,900 mm","1,700 mm","2,815 mm","1,646 mm","1,656 mm",,,"앞면 ,
앞좌석 ,
뒷좌석",,직렬 4기통,1598.0,"180/5,500 ps/rpm","27.0/1,500~4,500 kg.m/rpm",,,저공해 2종,가솔린+전기,67 ℓ,102.0,,,,,,,,,2 등급,15.7,14.6,16.6,,,,,,,"CC (정지, 재출발) ,
고속도로 주행 보조 ,
경사로 저속 주행장치",자동 6단,FF,벤틸레이티드 디스크,벤틸레이티드 디스크,맥퍼슨 스트럿,멀티링크,235/60R,235/60R,18 인치,18 인치,"전방감지 ,
후방감지 ,
측면감지 ,
전방카메라 ,
후방카메라 ,
측면카메라 ,
어라운드 뷰 ,
조향연동 안내선 ,
자동주차보조 ,
리모트 컨트롤 파킹","ABS ,
전방 추돌 경고 ,
전방 자동 긴급제동 ,
차선 이탈 경고 ,
경사로 밀림 방지 ,
부주의 운전 경보 ,
타이어 공기압 경고 ,
차선 이탈 방지 보조",,,"운전석 ,
동승석 ,
운전석 무릎 ,
사이드 (앞) ,
사이드 (뒤) ,
커튼",,유,"자동디밍 ,
하이패스 내장 ,
카메라 뷰",LED,오토 하이빔,LED,LED,LED,"전동접이 ,
전동조절 ,
열선 ,
후진 자동하향 ,
방향지시등","내비게이션 ,
라디오 ,
DMB 수신 ,
텔레매틱스 ,
오디오 파일 재생 ,
블루투스",5.0,2 + 3,가죽,"열선 ,
통풍 ,
전동조절 ,
워크인 스위치","열선 ,
통풍 ,
전동조절 ,
이지억세스 ,
메모리 ,
요추받침",,2열,,디지털,"가죽 ,
열선 ,
틸트 ,
텔레스코픽 ,
전동 조절 ,
진동 위험 경고",12.3 인치,,6.0,,,,,"전동식 ,
스마트 트렁크",,,"자동 온도조절 ,
자동 성에제거","버튼시동 ,
원격시동 ,
스마트폰 디지털키",전방 레인센서,"12V 파워 아울렛 ,
USB ,
220V ,
스마트폰 무선 충전",2 존,,"전자식 ,
오토홀드","터치스크린 ,
음성인식 ,
애플 카플레이 ,
안드로이드 오토"
기아,쏘렌토,2025년형 가솔린 터보 1.6 하이브리드 2WD,중형SUV,그래비티 (6인승) (A/T),46370000,"4,815 mm","1,900 mm","1,700 mm","2,815 mm","1,646 mm","1,656 mm",,,"앞면 ,
앞좌석 ,
뒷좌석",,직렬 4기통,1598.0,"180/5,500 ps/rpm","27.0/1,500~4,500 kg.m/rpm",,,저공해 2종,가솔린+전기,67 ℓ,109.0,,,,,,,,,2 등급,14.8,14.3,15.2,,,,,,,"CC (정지, 재출발) ,
고속도로 주행 보조 ,
경사로 저속 주행장치",자동 6단,FF,벤틸레이티드 디스크,벤틸레이티드 디스크,맥퍼슨 스트럿,멀티링크,235/60R,235/60R,18 인치,18 인치,"전방감지 ,
후방감지 ,
측면감지 ,
전방카메라 ,
후방카메라 ,
측면카메라 ,
어라운드 뷰 ,
조향연동 안내선 ,
자동주차보조 ,
리모트 컨트롤 파킹","ABS ,
전방 추돌 경고 ,
전방 자동 긴급제동 ,
차선 이탈 경고 ,
경사로 밀림 방지 ,
부주의 운전 경보 ,
타이어 공기압 경고 ,
차선 이탈 방지 보조",,,"운전석 ,
동승석 ,
운전석 무릎 ,
사이드 (앞) ,
사이드 (뒤) ,
커튼",,유,"자동디밍 ,
하이패스 내장 ,
카메라 뷰",LED,오토 하이빔,LED,LED,LED,"전동접이 ,
전동조절 ,
열선 ,
후진 자동하향 ,
방향지시등","내비게이션 ,
라디오 ,
DMB 수신 ,
텔레매틱스 ,
오디오 파일 재생 ,
블루투스",6.0,2 + 2 + 2,가죽,"열선 ,
통풍 ,
전동조절 ,
워크인 스위치","열선 ,
통풍 ,
전동조절 ,
이지억세스 ,
메모리 ,
요추받침",,2열,,디지털,"가죽 ,
열선 ,
틸트 ,
텔레스코픽 ,
전동 조절 ,
진동 위험 경고",12.3 인치,,6.0,,,,,"전동식 ,
스마트 트렁크",,,"자동 온도조절 ,
자동 성에제거","버튼시동 ,
원격시동 ,
스마트폰 디지털키",전방 레인센서,"12V 파워 아울렛 ,
USB ,
220V ,
스마트폰 무선 충전",2 존,,"전자식 ,
오토홀드","터치스크린 ,
음성인식 ,
애플 카플레이 ,
안드로이드 오토"
